pur_cust,pur_prod,pur_date,pur_amount,pur_store_id
5,14,2015-04-09,16.02,16
5,0,2015-04-05,44.95,18
0,14,2015-04-05,58.35,14
9,1,2015-04-10,11.67,15
7,14,2015-04-03,17.21,2
4,7,2015-04-10,97.59,15
11,13,2015-04-07,19.04,6
2,6,2015-04-06,65.47,1
5,4,2015-04-10,53.15,15
8,13,2015-04-08,66.10,18
9,2,2015-04-10,7.90,13
5,13,2015-04-10,94.61,4
7,7,2015-04-09,51.07,15
4,4,2015-04-10,91.94,8
5,10,2015-04-13,39.55,9
7,13,2015-04-05,56.56,3
9,7,2015-04-01,36.94,8
10,5,2015-04-10,28.91,10
6,11,2015-04-12,62.43,7
6,14,2015-04-12,10.83,18
10,0,2015-04-06,96.71,4
11,11,2015-04-13,34.78,6
3,5,2015-04-02,34.14,6
0,4,2015-04-11,31.01,12
9,2,2015-04-07,9.43,8
9,12,2015-04-06,60.57,9
1,0,2015-04-04,51.66,18
4,3,2015-04-14,51.53,16
5,10,2015-04-14,28.34,16
2,1,2015-04-14,84.45,6
0,11,2015-04-05,10.06,13
4,12,2015-04-04,47.56,18
0,9,2015-04-14,38.16,18
8,8,2015-04-05,75.48,3
7,13,2015-04-06,36.45,12
11,9,2015-04-08,29.34,19
0,7,2015-04-12,51.37,2
11,4,2015-04-07,81.35,7
5,11,2015-04-09,82.82,7
10,13,2015-04-03,56.37,15
2,7,2015-04-03,63.92,17
7,6,2015-04-14,98.55,3
9,13,2015-04-11,63.57,20
3,9,2015-04-10,59.85,10
0,5,2015-04-02,18.21,4
2,10,2015-04-02,38.05,10
1,6,2015-04-02,14.92,20
0,9,2015-04-13,76.15,16
4,8,2015-04-03,51.24,18
11,3,2015-04-12,44.93,16
6,7,2015-04-05,99.11,18
10,6,2015-04-09,92.88,14
3,11,2015-04-14,69.23,15
4,13,2015-04-11,62.62,2
3,11,2015-04-02,9.55,15
9,10,2015-04-13,40.86,6
8,5,2015-04-07,81.08,1
3,2,2015-04-01,41.21,15
0,13,2015-04-07,5.58,18
6,7,2015-04-01,15.22,13
11,2,2015-04-13,7.75,4
11,10,2015-04-07,62.92,15
5,7,2015-04-13,93.90,8
4,2,2015-04-06,49.13,9
7,11,2015-04-14,84.52,3
0,10,2015-04-10,49.77,8
6,1,2015-04-01,64.98,10
2,2,2015-04-10,95.33,7
9,2,2015-04-08,74.31,18
3,6,2015-04-14,4.61,4
0,1,2015-04-11,1.44,6
3,6,2015-04-09,58.59,6
8,12,2015-04-12,19.82,12
5,12,2015-04-05,90.63,8
5,9,2015-04-03,18.73,9
5,8,2015-04-06,21.77,18
3,12,2015-04-11,88.92,16
6,3,2015-04-08,74.19,16
2,10,2015-04-01,85.44,6
2,10,2015-04-05,36.07,13
8,7,2015-04-08,88.98,18
11,14,2015-04-14,38.20,18
8,6,2015-04-02,35.78,3
0,14,2015-04-03,15.89,12
3,2,2015-04-02,90.58,19
10,7,2015-04-01,21.17,2
2,6,2015-04-06,63.76,7
4,13,2015-04-07,94.79,7
0,7,2015-04-11,85.61,15
5,10,2015-04-14,26.15,17
1,10,2015-04-12,73.57,3
1,9,2015-04-05,56.39,20
8,12,2015-04-02,22.54,10
3,13,2015-04-07,1.18,4
4,0,2015-04-03,19.45,10
4,6,2015-04-02,14.35,20
0,12,2015-04-13,86.89,16
0,10,2015-04-09,79.69,18
9,8,2015-04-09,35.40,16
6,8,2015-04-09,27.26,18
0,9,2015-04-03,22.68,14
7,9,2015-04-12,9.49,15
9,13,2015-04-14,56.54,2
7,5,2015-04-01,62.99,15
3,9,2015-04-10,65.74,6
3,7,2015-04-05,85.46,1
2,6,2015-04-04,27.27,15
1,11,2015-04-06,71.30,18
7,3,2015-04-13,86.67,13
11,4,2015-04-07,89.70,4
9,3,2015-04-05,86.07,15
2,5,2015-04-12,94.30,8
0,9,2015-04-04,10.84,9
1,6,2015-04-05,20.55,3
10,13,2015-04-04,9.07,8
1,8,2015-04-10,84.80,10
3,13,2015-04-04,89.50,7
2,8,2015-04-13,70.58,18
3,2,2015-04-13,97.63,4
6,12,2015-04-07,10.49,6
11,4,2015-04-03,29.42,6
10,7,2015-04-03,79.43,12
4,7,2015-04-11,100.19,8
1,8,2015-04-08,70.57,9
0,2,2015-04-04,29.92,18
1,12,2015-04-05,83.73,16
2,6,2015-04-07,35.13,16
1,11,2015-04-08,6.82,6
9,14,2015-04-11,34.15,13
11,12,2015-04-10,100.09,18
0,3,2015-04-12,1.97,18
6,12,2015-04-07,7.52,3
9,8,2015-04-05,58.59,12
10,9,2015-04-05,26.17,19
3,13,2015-04-08,70.42,2
0,2,2015-04-06,71.74,7
7,0,2015-04-10,41.55,7
1,5,2015-04-09,80.53,15
10,0,2015-04-06,96.67,17
10,9,2015-04-07,74.03,3
0,0,2015-04-14,1.30,20
11,11,2015-04-14,89.80,10
3,12,2015-04-12,33.06,4
1,12,2015-04-05,6.07,10
1,6,2015-04-04,43.09,20
10,3,2015-04-06,27.73,16
5,10,2015-04-01,61.02,18
2,3,2015-04-06,23.09,16
4,0,2015-04-14,15.00,18
7,8,2015-04-12,13.67,14
0,0,2015-04-03,13.57,15
1,3,2015-04-02,86.11,2
5,12,2015-04-06,76.87,15
10,1,2015-04-02,29.88,6
8,7,2015-04-09,61.44,1
9,1,2015-04-11,93.79,15
10,7,2015-04-01,32.60,18
8,6,2015-04-13,25.31,13
10,11,2015-04-11,77.63,4
1,7,2015-04-02,17.69,15
0,13,2015-04-12,16.71,8
3,1,2015-04-07,36.70,9
2,14,2015-04-13,73.14,3
3,3,2015-04-11,52.74,8
10,13,2015-04-01,4.50,10
3,4,2015-04-06,9.31,7
7,0,2015-04-12,67.45,18
10,6,2015-04-08,20.92,4
6,13,2015-04-14,50.26,6
3,2,2015-04-02,84.63,6
6,5,2015-04-01,96.79,12
9,1,2015-04-11,81.78,8
3,2,2015-04-14,50.51,9
5,9,2015-04-03,40.07,18
4,12,2015-04-02,91.51,16
11,13,2015-04-05,82.21,16
11,5,2015-04-13,24.60,6
11,13,2015-04-04,19.26,13
6,4,2015-04-05,53.77,18
7,8,2015-04-01,22.31,18
1,12,2015-04-01,37.01,3
10,1,2015-04-13,27.40,12
11,12,2015-04-09,37.69,19
8,7,2015-04-09,46.59,2
0,0,2015-04-01,65.81,7
4,14,2015-04-05,38.57,7
11,7,2015-04-04,37.30,15
5,4,2015-04-01,8.22,17
4,12,2015-04-01,37.31,3
10,4,2015-04-01,71.35,20
8,8,2015-04-07,90.96,10
11,3,2015-04-11,58.07,4
0,9,2015-04-01,88.23,10
6,13,2015-04-02,96.95,20
0,4,2015-04-11,46.25,16
6,2,2015-04-09,49.83,18
2,8,2015-04-10,84.22,16
2,7,2015-04-02,89.06,18
9,4,2015-04-13,64.28,14
10,5,2015-04-09,73.81,15
6,4,2015-04-13,47.57,2
0,14,2015-04-04,75.76,15
5,3,2015-04-05,72.05,6
6,5,2015-04-08,14.97,1
3,1,2015-04-07,36.32,15
2,14,2015-04-13,84.42,18
9,4,2015-04-10,54.62,13
9,4,2015-04-11,35.14,4
11,8,2015-04-14,66.15,15
0,4,2015-04-10,84.01,8
1,1,2015-04-14,94.98,9
7,2,2015-04-13,13.84,3
2,11,2015-04-14,92.43,8
5,10,2015-04-14,22.40,10
10,10,2015-04-02,33.77,7
11,14,2015-04-03,9.21,18
0,0,2015-04-01,61.93,4
2,6,2015-04-10,34.85,6
8,10,2015-04-09,74.97,6
6,7,2015-04-01,30.11,12
6,12,2015-04-08,94.00,8
2,4,2015-04-02,43.81,9
6,5,2015-04-10,51.10,18
6,0,2015-04-05,17.48,16
10,12,2015-04-08,95.54,16
3,9,2015-04-09,93.73,6
6,10,2015-04-13,49.81,13
0,10,2015-04-08,32.73,18
1,8,2015-04-09,32.20,18
4,1,2015-04-10,31.78,3
6,12,2015-04-07,32.17,12
10,4,2015-04-01,99.62,19
11,14,2015-04-01,2.04,2
0,3,2015-04-13,68.22,7
1,7,2015-04-11,74.39,7
10,4,2015-04-03,29.91,15
10,10,2015-04-04,72.95,17
3,5,2015-04-02,36.53,3
1,7,2015-04-11,60.08,20
3,8,2015-04-13,88.87,10
0,5,2015-04-01,55.95,4
10,13,2015-04-03,30.89,10
0,7,2015-04-10,1.37,20
1,7,2015-04-13,6.62,16
11,11,2015-04-03,99.76,18
4,13,2015-04-09,19.17,16
9,5,2015-04-08,35.04,18
2,2,2015-04-13,4.13,14
10,1,2015-04-13,17.40,15
5,14,2015-04-10,71.96,2
7,13,2015-04-07,11.09,15
10,1,2015-04-02,15.17,6
0,10,2015-04-07,43.22,1
6,8,2015-04-01,36.10,15
9,12,2015-04-01,18.71,18
0,9,2015-04-14,32.26,13
5,4,2015-04-12,88.28,4
10,13,2015-04-04,6.40,15
0,0,2015-04-01,82.97,8
2,6,2015-04-06,80.02,9
1,2,2015-04-09,66.47,3
0,1,2015-04-06,56.52,8
0,5,2015-04-02,42.14,10
3,4,2015-04-06,15.45,7
10,14,2015-04-11,25.34,18
6,12,2015-04-05,79.12,4
11,4,2015-04-06,24.26,6
3,13,2015-04-05,50.87,6
6,2,2015-04-13,24.05,12
9,1,2015-04-12,66.62,8
8,9,2015-04-13,43.46,9
10,3,2015-04-08,47.81,18
0,12,2015-04-12,16.43,16
3,2,2015-04-02,1.54,16
3,7,2015-04-07,36.69,6
0,4,2015-04-09,97.77,13
8,6,2015-04-11,4.06,18
3,6,2015-04-10,11.89,18
8,1,2015-04-08,87.79,3
0,9,2015-04-01,88.50,12
6,1,2015-04-03,83.92,19
8,14,2015-04-05,54.69,2
7,10,2015-04-09,100.92,7
9,13,2015-04-12,26.10,7
8,9,2015-04-01,16.35,15
9,7,2015-04-12,33.48,17
1,8,2015-04-07,98.91,3
3,6,2015-04-09,52.62,20
5,12,2015-04-02,77.43,10
2,11,2015-04-13,34.09,4
3,8,2015-04-03,59.56,10
4,1,2015-04-08,6.30,20
9,13,2015-04-13,75.29,16
5,14,2015-04-08,54.36,18
2,7,2015-04-02,84.40,16
6,4,2015-04-04,86.62,18
0,10,2015-04-08,13.71,14
2,12,2015-04-07,24.02,15
5,9,2015-04-05,66.81,2
2,14,2015-04-12,10.67,15
11,4,2015-04-04,85.24,6
11,4,2015-04-06,10.82,1
8,2,2015-04-03,44.96,15
9,11,2015-04-08,85.13,18
10,14,2015-04-12,97.48,13
3,8,2015-04-02,80.44,4
3,1,2015-04-04,35.20,15
5,4,2015-04-12,95.94,8
2,2,2015-04-10,93.84,9
9,14,2015-04-05,57.00,3
8,10,2015-04-09,90.02,8
3,11,2015-04-14,97.51,10
7,3,2015-04-10,93.32,7
7,5,2015-04-02,50.90,18
9,3,2015-04-14,39.04,4
9,13,2015-04-12,6.42,6
9,11,2015-04-09,79.36,6
8,1,2015-04-07,39.79,12
3,3,2015-04-11,57.82,8
1,13,2015-04-14,49.21,9
4,4,2015-04-08,34.29,18
3,9,2015-04-12,14.00,16
0,10,2015-04-07,62.82,16
4,3,2015-04-03,53.54,6
1,0,2015-04-02,15.95,13
2,6,2015-04-06,71.42,18
8,8,2015-04-06,45.96,18
4,6,2015-04-13,17.25,3
6,2,2015-04-09,33.13,12
5,4,2015-04-12,6.59,19
8,3,2015-04-12,14.71,2
1,6,2015-04-07,52.45,7
11,1,2015-04-04,37.44,7
7,14,2015-04-14,33.94,15
5,6,2015-04-04,46.02,17
11,8,2015-04-02,74.26,3
0,12,2015-04-14,83.58,20
11,5,2015-04-14,92.01,10
6,12,2015-04-07,27.39,4
8,10,2015-04-09,80.61,10
10,13,2015-04-02,71.04,20
10,4,2015-04-01,76.41,16
11,6,2015-04-08,93.92,18
3,7,2015-04-03,64.98,16
8,6,2015-04-13,18.39,18
7,8,2015-04-02,83.65,14
5,11,2015-04-07,40.87,15
4,8,2015-04-05,81.96,2
11,6,2015-04-10,40.32,15
10,5,2015-04-13,30.01,6
2,4,2015-04-05,68.22,1
3,4,2015-04-07,5.94,15
6,7,2015-04-14,49.42,18
4,7,2015-04-10,10.16,13
6,3,2015-04-03,19.07,4
6,0,2015-04-04,58.01,15
7,3,2015-04-07,91.54,8
10,12,2015-04-09,37.50,9
8,8,2015-04-04,87.03,3
1,0,2015-04-01,52.67,8
9,3,2015-04-03,56.78,10
3,9,2015-04-11,47.99,7
6,7,2015-04-05,99.25,18
10,4,2015-04-01,94.14,4
9,14,2015-04-07,90.40,6
9,4,2015-04-11,20.31,6
3,10,2015-04-03,82.23,12
8,0,2015-04-14,98.59,8
10,6,2015-04-08,95.94,9
5,5,2015-04-07,61.97,18
4,2,2015-04-04,23.43,16
10,7,2015-04-14,55.63,16
8,12,2015-04-12,20.77,6
6,1,2015-04-01,57.86,13
10,10,2015-04-03,3.39,18
7,3,2015-04-12,14.42,18
2,7,2015-04-02,11.46,3
9,8,2015-04-07,3.12,12
5,3,2015-04-05,81.64,19
11,6,2015-04-11,87.79,2
7,9,2015-04-11,39.14,7
1,7,2015-04-01,51.64,7
6,5,2015-04-12,81.65,15
5,12,2015-04-03,61.06,17
6,13,2015-04-02,67.57,3
8,8,2015-04-05,69.67,20
4,14,2015-04-04,63.07,10
11,13,2015-04-06,29.53,4
7,6,2015-04-12,59.33,10
4,3,2015-04-02,97.84,20
0,6,2015-04-03,91.54,16
0,8,2015-04-04,12.94,18
3,13,2015-04-02,61.87,16
4,2,2015-04-04,10.85,18
3,2,2015-04-14,49.72,14
5,9,2015-04-14,12.98,15
6,5,2015-04-13,65.75,2
9,1,2015-04-12,38.56,15
5,1,2015-04-13,38.88,6
5,5,2015-04-10,49.95,1
6,0,2015-04-05,21.43,15
0,8,2015-04-03,44.56,18
7,14,2015-04-04,88.73,13
2,3,2015-04-05,62.17,4
0,7,2015-04-11,76.91,15
0,0,2015-04-01,82.50,8
1,2,2015-04-07,6.91,9
8,7,2015-04-09,26.82,3
2,4,2015-04-05,77.18,8
8,0,2015-04-10,39.83,10
11,11,2015-04-01,48.29,7
5,13,2015-04-13,75.34,18
5,1,2015-04-01,69.97,4
6,6,2015-04-04,37.00,6
6,11,2015-04-12,63.79,6
6,13,2015-04-04,20.97,12
8,12,2015-04-14,65.91,8
2,0,2015-04-07,46.65,9
9,7,2015-04-10,1.71,18
0,5,2015-04-08,46.82,16
9,9,2015-04-05,60.71,16
11,11,2015-04-11,70.90,6
10,2,2015-04-12,40.12,13
5,2,2015-04-09,57.90,18
7,5,2015-04-02,48.70,18
8,14,2015-04-05,53.37,3
7,7,2015-04-05,100.21,12
10,3,2015-04-04,86.70,19
1,0,2015-04-04,60.35,2
9,1,2015-04-10,16.78,7
10,12,2015-04-08,6.37,7
9,10,2015-04-13,64.73,15
9,13,2015-04-12,23.74,17
7,4,2015-04-05,39.42,3
11,10,2015-04-05,38.12,20
8,7,2015-04-10,22.52,10
0,8,2015-04-05,74.89,4
7,14,2015-04-01,1.85,10
0,4,2015-04-09,7.76,20
1,5,2015-04-07,52.09,16
11,5,2015-04-04,76.81,18
6,5,2015-04-09,64.48,16
1,7,2015-04-09,33.69,18
5,6,2015-04-03,73.21,14
1,9,2015-04-06,21.46,15
2,5,2015-04-12,71.00,2
0,3,2015-04-03,53.80,15
1,3,2015-04-06,42.41,6
2,13,2015-04-03,28.21,1
11,1,2015-04-06,78.28,15
11,9,2015-04-12,4.73,18
7,0,2015-04-11,19.75,13
2,4,2015-04-14,30.41,4
3,11,2015-04-03,68.90,15
0,1,2015-04-08,7.23,8
10,2,2015-04-12,38.80,9
4,11,2015-04-03,61.64,3
7,6,2015-04-13,37.08,8
5,2,2015-04-09,63.28,10
10,7,2015-04-04,42.50,7
9,9,2015-04-04,88.92,18
2,3,2015-04-07,97.38,4
3,7,2015-04-07,38.74,6
2,13,2015-04-03,38.92,6
5,3,2015-04-02,51.94,12
11,5,2015-04-03,1.07,8
6,13,2015-04-04,100.20,9
9,11,2015-04-04,20.07,18
9,6,2015-04-02,8.34,16
8,3,2015-04-13,75.02,16
5,14,2015-04-06,95.21,6
11,1,2015-04-08,20.70,13
6,14,2015-04-11,25.39,18
6,1,2015-04-03,73.00,18
2,11,2015-04-10,20.43,3
0,11,2015-04-07,33.25,12
1,6,2015-04-14,87.38,19
2,3,2015-04-03,17.91,2
5,13,2015-04-02,3.09,7
3,8,2015-04-03,49.89,7
11,3,2015-04-10,1.01,15
11,13,2015-04-06,43.09,17
2,11,2015-04-13,36.56,3
5,0,2015-04-14,89.01,20
4,3,2015-04-01,8.79,10
6,8,2015-04-11,43.42,4
4,11,2015-04-05,20.29,10
9,8,2015-04-10,80.30,20
1,1,2015-04-13,40.28,16
7,11,2015-04-01,51.92,18
8,0,2015-04-01,85.74,16
3,13,2015-04-06,42.28,18
2,11,2015-04-11,96.23,14
0,2,2015-04-04,19.73,15
9,3,2015-04-01,13.29,2
8,0,2015-04-11,100.58,15
3,5,2015-04-12,59.88,6
5,9,2015-04-06,31.17,1
7,3,2015-04-10,80.72,15
0,0,2015-04-03,99.96,18
6,10,2015-04-14,87.70,13
3,14,2015-04-03,24.18,4
8,12,2015-04-12,28.25,15
10,6,2015-04-06,71.32,8
8,7,2015-04-10,12.15,9
7,9,2015-04-08,28.15,3
0,5,2015-04-06,9.19,8
6,6,2015-04-05,10.80,10
4,10,2015-04-12,99.58,7
3,9,2015-04-11,19.59,18
3,12,2015-04-11,91.48,4
8,12,2015-04-01,29.50,6
7,1,2015-04-04,49.40,6
1,3,2015-04-04,92.81,12
5,6,2015-04-03,71.23,8
1,8,2015-04-08,53.99,9
3,13,2015-04-04,87.77,18
1,1,2015-04-11,72.28,16
10,5,2015-04-14,21.75,16
10,12,2015-04-09,45.95,6
1,4,2015-04-14,37.53,13
8,5,2015-04-03,89.78,18
0,7,2015-04-11,92.07,18
9,1,2015-04-13,46.27,3
10,12,2015-04-06,53.37,12
9,8,2015-04-10,95.24,19
8,12,2015-04-13,83.58,2
10,14,2015-04-12,92.83,7
1,11,2015-04-08,8.02,7
11,8,2015-04-02,70.71,15
10,5,2015-04-13,43.64,17
10,13,2015-04-13,79.87,3
7,9,2015-04-09,99.84,20
9,0,2015-04-03,13.39,10
0,13,2015-04-12,44.52,4
6,6,2015-04-07,24.39,10
7,8,2015-04-01,97.58,20
0,1,2015-04-07,32.47,16
11,0,2015-04-12,72.81,18
1,5,2015-04-06,81.31,16
2,12,2015-04-10,29.67,18
4,1,2015-04-10,30.07,14
6,9,2015-04-05,51.00,15
5,11,2015-04-08,95.05,2
4,0,2015-04-14,11.19,15
4,10,2015-04-12,77.14,6
4,6,2015-04-11,92.91,1
9,4,2015-04-13,57.84,15
6,0,2015-04-07,53.62,18
0,10,2015-04-10,45.91,13
3,4,2015-04-08,42.10,4
8,3,2015-04-14,61.04,15
10,5,2015-04-10,66.75,8
2,2,2015-04-14,89.03,9
2,6,2015-04-09,71.15,3
4,10,2015-04-08,30.80,8
0,3,2015-04-14,41.37,10
11,11,2015-04-05,34.19,7
6,10,2015-04-03,13.52,18
1,2,2015-04-07,6.42,4
8,7,2015-04-09,47.29,6
1,1,2015-04-13,40.38,6
7,11,2015-04-01,58.46,12
11,3,2015-04-12,19.18,8
4,5,2015-04-03,82.35,9
8,13,2015-04-06,31.30,18
7,6,2015-04-14,5.71,16
0,3,2015-04-03,61.56,16
5,8,2015-04-07,92.63,6
11,0,2015-04-11,24.58,13
4,3,2015-04-13,68.40,18
1,8,2015-04-10,10.51,18
5,14,2015-04-06,4.50,3
4,10,2015-04-08,29.40,12
11,14,2015-04-02,60.47,19
3,10,2015-04-06,97.51,2
11,0,2015-04-12,86.15,7
8,13,2015-04-07,90.33,7
10,9,2015-04-05,45.59,15
2,8,2015-04-11,58.33,17
1,13,2015-04-14,51.98,3
5,11,2015-04-07,45.14,20
6,4,2015-04-04,12.68,10
2,12,2015-04-10,30.00,4
5,3,2015-04-01,1.49,10
2,13,2015-04-01,20.13,20
0,7,2015-04-10,21.71,16
0,10,2015-04-10,55.62,18
8,0,2015-04-02,57.60,16
0,7,2015-04-08,90.10,18
11,3,2015-04-13,79.12,14
8,0,2015-04-12,79.55,15
4,8,2015-04-07,14.93,2
0,12,2015-04-02,17.14,15
0,11,2015-04-05,7.22,6
3,4,2015-04-06,25.80,1
4,14,2015-04-04,2.43,15
8,9,2015-04-01,82.86,18
3,13,2015-04-05,62.30,13
1,9,2015-04-04,95.87,4
5,8,2015-04-07,75.71,15
2,12,2015-04-06,41.27,8
2,0,2015-04-10,61.00,9
0,4,2015-04-09,17.89,3
7,8,2015-04-14,33.40,8
7,0,2015-04-10,45.39,10
3,3,2015-04-09,3.01,7
0,0,2015-04-01,96.39,18
9,0,2015-04-01,56.71,4
11,0,2015-04-09,84.20,6
11,6,2015-04-13,25.49,6
11,14,2015-04-13,61.97,12
8,10,2015-04-11,29.98,8
7,6,2015-04-11,2.82,9
3,3,2015-04-07,79.07,18
4,7,2015-04-10,31.76,16
5,6,2015-04-05,28.30,16
2,5,2015-04-12,72.21,6
0,2,2015-04-07,14.80,13
1,6,2015-04-06,65.89,18
6,8,2015-04-08,41.32,18
8,5,2015-04-07,73.59,3
11,11,2015-04-01,33.97,12
10,3,2015-04-06,28.80,19
7,4,2015-04-08,65.08,2
8,11,2015-04-08,27.51,7
10,5,2015-04-08,3.43,7
9,14,2015-04-10,86.53,15
3,10,2015-04-05,42.81,17
11,10,2015-04-05,12.03,3
6,7,2015-04-02,97.13,20
1,8,2015-04-08,81.01,10
6,3,2015-04-05,57.72,4
10,7,2015-04-14,73.72,10
5,2,2015-04-09,51.58,20
4,2,2015-04-03,58.42,16
5,6,2015-04-03,100.01,18
4,14,2015-04-06,11.04,16
8,5,2015-04-05,25.26,18
2,3,2015-04-07,10.15,14
9,10,2015-04-12,72.84,15
0,3,2015-04-01,100.39,2
1,11,2015-04-09,73.61,15
4,12,2015-04-14,56.15,6
8,12,2015-04-12,36.85,1
2,1,2015-04-05,29.67,15
3,10,2015-04-05,30.31,18
4,14,2015-04-02,30.66,13
10,10,2015-04-06,1.19,4
2,0,2015-04-07,62.79,15
5,6,2015-04-03,79.24,8
5,13,2015-04-12,31.98,9
11,9,2015-04-06,88.86,3
7,10,2015-04-08,29.20,8
11,1,2015-04-06,57.19,10
0,10,2015-04-12,88.35,7
9,7,2015-04-02,11.92,18
9,12,2015-04-06,69.47,4
6,8,2015-04-10,1.91,6
11,13,2015-04-08,66.45,6
10,7,2015-04-03,76.89,12
2,12,2015-04-07,28.81,8
8,9,2015-04-12,92.46,9
0,7,2015-04-10,19.93,18
11,2,2015-04-03,86.68,16
8,1,2015-04-12,57.31,16
4,1,2015-04-09,75.40,6
6,4,2015-04-02,59.18,13
3,8,2015-04-01,29.39,18
5,6,2015-04-05,25.53,18
1,14,2015-04-09,14.77,3
5,13,2015-04-11,36.43,12
1,5,2015-04-05,37.78,19
8,6,2015-04-01,47.64,2
6,2,2015-04-10,18.56,7
10,11,2015-04-13,47.52,7
10,2,2015-04-12,35.57,15
2,13,2015-04-02,88.80,17
7,9,2015-04-12,15.76,3
1,1,2015-04-12,50.99,20
0,9,2015-04-13,52.61,10
3,1,2015-04-06,55.18,4
11,3,2015-04-09,5.66,10
1,8,2015-04-10,10.79,20
5,13,2015-04-13,80.77,16
8,3,2015-04-13,70.15,18
2,12,2015-04-06,58.15,16
0,5,2015-04-03,2.53,18
7,13,2015-04-04,97.50,14
7,3,2015-04-10,75.08,15
10,14,2015-04-09,92.82,2
5,9,2015-04-04,95.43,15
4,2,2015-04-06,54.71,6
10,11,2015-04-12,73.75,1
0,13,2015-04-07,5.07,15
6,6,2015-04-05,4.84,18
2,11,2015-04-11,87.91,13
8,11,2015-04-02,99.88,4
4,11,2015-04-03,78.88,15
5,12,2015-04-02,2.93,8
4,11,2015-04-04,53.80,9
3,1,2015-04-10,54.48,3
7,8,2015-04-02,68.40,8
9,12,2015-04-02,88.51,10
8,1,2015-04-12,58.19,7
4,2,2015-04-04,27.57,18
0,6,2015-04-14,82.23,4
11,8,2015-04-04,11.27,6
3,0,2015-04-10,44.11,6
3,0,2015-04-10,55.69,12
9,2,2015-04-05,67.55,8
4,14,2015-04-07,97.61,9
1,12,2015-04-03,46.77,18
10,0,2015-04-06,75.20,16
11,10,2015-04-08,43.85,16
7,13,2015-04-04,88.35,6
1,2,2015-04-08,89.91,13
11,1,2015-04-05,22.16,18
11,14,2015-04-13,58.61,18
7,2,2015-04-12,47.39,3
8,1,2015-04-10,45.61,12
2,10,2015-04-02,44.64,19
5,13,2015-04-11,55.57,2
11,1,2015-04-06,84.95,7
3,1,2015-04-06,75.61,7
10,1,2015-04-03,91.46,15
0,6,2015-04-14,84.35,17
1,0,2015-04-01,63.44,3
2,4,2015-04-02,65.89,20
5,5,2015-04-09,2.24,10
9,14,2015-04-07,70.12,4
10,3,2015-04-07,10.33,10
9,10,2015-04-11,1.53,20
3,8,2015-04-04,27.82,16
0,3,2015-04-14,57.37,18
8,12,2015-04-14,64.53,16
1,9,2015-04-03,27.20,18
9,4,2015-04-14,41.17,14
9,13,2015-04-14,55.70,15
6,3,2015-04-06,10.83,2
9,7,2015-04-12,42.25,15
6,6,2015-04-07,53.91,6
11,2,2015-04-02,8.33,1
7,0,2015-04-11,28.45,15
6,11,2015-04-10,22.29,18
1,1,2015-04-14,81.19,13
11,6,2015-04-11,82.04,4
4,8,2015-04-04,3.56,15
10,1,2015-04-13,15.38,8
4,9,2015-04-03,24.64,9
8,0,2015-04-02,45.33,3
5,2,2015-04-11,92.90,8
9,1,2015-04-13,33.26,10
3,5,2015-04-14,20.65,7
9,5,2015-04-08,28.06,18
11,12,2015-04-11,92.14,4
9,0,2015-04-01,70.04,6
6,10,2015-04-03,97.70,6
4,1,2015-04-08,78.22,12
6,7,2015-04-03,55.13,8
3,11,2015-04-13,13.60,9
4,4,2015-04-08,38.92,18
6,8,2015-04-10,86.79,16
3,14,2015-04-02,53.83,16
11,5,2015-04-01,71.84,6
7,13,2015-04-03,21.08,13
7,7,2015-04-06,48.63,18
7,9,2015-04-09,11.15,18
3,0,2015-04-08,24.01,3
8,12,2015-04-14,71.83,12
5,14,2015-04-05,33.27,19
7,4,2015-04-08,33.44,2
3,10,2015-04-08,12.74,7
3,0,2015-04-08,99.52,7
7,3,2015-04-11,43.76,15
5,1,2015-04-14,86.69,17
2,7,2015-04-04,30.69,3
3,5,2015-04-13,44.54,20
10,13,2015-04-01,29.20,10
4,3,2015-04-03,47.55,4
10,14,2015-04-13,81.68,10
7,12,2015-04-13,2.68,20
9,1,2015-04-01,41.56,16
2,14,2015-04-13,77.76,18
5,12,2015-04-01,42.75,16
1,2,2015-04-04,2.56,18
10,7,2015-04-03,53.60,14
2,6,2015-04-08,15.00,15
3,13,2015-04-03,42.38,2
6,7,2015-04-03,60.88,15
6,14,2015-04-12,88.54,6
11,14,2015-04-13,76.29,1
4,7,2015-04-10,33.92,15
7,14,2015-04-01,94.12,18
9,3,2015-04-05,74.73,13
7,0,2015-04-10,47.25,4
3,4,2015-04-10,92.34,15
6,14,2015-04-13,85.90,8
9,8,2015-04-09,24.52,9
0,4,2015-04-07,89.51,3
8,14,2015-04-05,54.11,8
7,4,2015-04-02,47.33,10
7,12,2015-04-11,90.02,7
7,4,2015-04-04,82.79,18
10,11,2015-04-10,43.95,4
1,2,2015-04-07,9.53,6
10,3,2015-04-08,49.15,6
1,2,2015-04-10,26.26,12
3,8,2015-04-13,64.55,8
11,13,2015-04-05,53.86,9
8,13,2015-04-10,85.36,18
4,2,2015-04-03,52.91,16
2,5,2015-04-09,72.00,16
5,14,2015-04-05,50.77,6
4,7,2015-04-10,20.24,13
11,1,2015-04-06,69.05,18
7,3,2015-04-10,85.25,18
2,9,2015-04-07,84.82,3
6,0,2015-04-05,28.19,12
3,11,2015-04-01,37.77,19
0,14,2015-04-03,9.78,2
